"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18"
"ENSG00000121057",131.89,217,250.1,201.49,193.9,201,97,73,57,207,242.98,302,497.56,560,368.02,173.08,163,137.13
"ENSG00000121058",93.8,88.77,114.78,102.73,122.9,115.83,51.88,28.97,42,127.87,147,101.61,122.65,89.84,65,60.98,61,94
"ENSG00000121060",95.92,204.3,250,387.24,425.95,433.02,102,68,50,369.69,387,423.19,340.03,348.95,231,386,282,335
"ENSG00000121064",57,75,112.24,97.85,71.01,90.9,31,27,13.96,71,90,69,70,83,31,36,19,24.01
"ENSG00000121067",109.07,157.45,169,154.33,161,116,52,42.99,36,180.01,190,173.21,212.77,165,85,97,137,76
"ENSG00000121068",0,0,2,0,2,0,7,6.76,3,0,0,0,1,1,2,1,0,1
"ENSG00000121073",72,88,107.98,90,98,85,34,28,33,103,104.32,119,101,101,69,78,63,66
"ENSG00000121075",3,0,1,0,1,2,2,7,1,0,0,0,1,0,0,2,0,0
"ENSG00000121101",12,1,7,3,1,2,18,7,2,1,3,8,9,10,6,2,0,2
"ENSG00000121104",0,5,9,15,17.95,18.95,8,2,3,18,20,23,39,35,24,23,12,8
"ENSG00000121152",9,7,13,2,5,6,10,10,18,1,1,0,9,5.77,9,5,5,6
"ENSG00000121207",19,22,20,29.88,42,37,6.58,7,10,45,25,41,17,15.57,7.94,20,17,23
"ENSG00000121210",169,208.99,284.01,244,242.8,174,91,78,57,326,322.94,337,472.1,393.02,215,191.04,212,161
"ENSG00000121211",1,1.76,1.71,2.62,1,0,0,3.58,0,5,0,2.82,5.9,3.86,1.13,3.64,0.4,2.21
"ENSG00000121236",8.65,13.03,13.83,21.86,31.05,22,9.17,5.8,2,17.06,15,17,17,14.12,6.53,20.8,25,20.86
"ENSG00000121270",12,13,24,18,11.04,17.99,13,10,2,23,35,41,16,25,12,16,8,2
"ENSG00000121274",105.04,129.43,127,188.99,199.62,202.16,28,23,36,206,223,198,284.97,228,129.62,131.92,214,174.04
"ENSG00000121281",16,15,11,7,9,14,21,8,8,5,7,5,21,21,13,28,10,20
"ENSG00000121289",46,48.01,54,51,48,53,24,17,16,55,57,55,107,79.78,44.91,46.09,57,46
"ENSG00000121297",9,5,3,0,0,0,14,10,6,1,1,1,12,6,6,9,0,5
"ENSG00000121310",127.62,166.53,195,340.24,240.3,268.08,91,53,35,310,378.68,322.01,1135.84,1146.7,685.93,204.99,172.99,152.11
"ENSG00000121314",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121316",32,37,72.99,16,35,26,26,10,10,17,22,17,90,88,43,41,19,31
"ENSG00000121318",3,2,2,3,1,2,1,1,2,6,5,2,3,2,1,0,3,0
"ENSG00000121335",0,5.21,3.38,0,0,0,5.81,11.77,10.97,0,0,0,2.66,5.31,1,2.57,0,1
"ENSG00000121350",113.14,157,153.35,150.37,199.13,167.01,45.74,43.36,25.32,198.12,227.36,218.52,193.43,178.91,95.99,122.74,120.55,147.03
"ENSG00000121351",4,0,0,0,0,1,6,4,2,1,0,0,5,1,1,0,0,0
"ENSG00000121361",66,128.85,155,65.59,51,42,54.51,41,36,49,69,84,138,129.04,73,47,64,37
"ENSG00000121377",2,0,2,0,0,0,3,3,2,0,0,0,0,1,1,1,0,0
"ENSG00000121380",6,5,9,6,7,12.98,2,8,4,9,15,6,6,6,8,7,5,3
"ENSG00000121381",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0
"ENSG00000121390",186.55,222,303,256.55,250.59,225,76,60.28,78.55,271,285,308,370.03,332.78,193.85,217,256,208
